1779792814.736403 server started (1080152): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779792814.736424 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779792814.736431 using libevent 2.1.12-stable poll
1779792814.736434 using ncurses 6.4 20240113
1779792814.824997 key_bindings_add: 0x10e128 DoubleClick1Pane = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1779792814.825001 cmd_find_best_session: 0 sessions to try
1779792814.825006 cmdq_next <global>: [bind-key/0x648c98b821d0] (0), flags 0
1779792814.825017 cmdq_fire_command <global>: (2618) bind-key -T copy-mode-vi TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1779792814.825021 cmd_find_best_session: 0 sessions to try
1779792814.825024 cmd_find_current_client: no target, return (nil)
1779792814.825033 cmd_find_best_session: 0 sessions to try
1779792814.825036 cmd_find_current_client: no target, return (nil)
1779792814.825039 cmd_find_best_session: 0 sessions to try
1779792814.825042 cmd_find_best_session: 0 sessions to try
1779792814.825055 key_bindings_add: 0x10e15e TripleClick1Pane = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1779792814.825058 cmd_find_best_session: 0 sessions to try
1779792814.825062 cmdq_next <global>: [bind-key/0x648c98b836b0] (0), flags 0
1779792814.825070 cmdq_fire_command <global>: (2629) bind-key -T copy-mode-vi BSpace { send-keys -X cursor-left }
1779792814.825073 cmd_find_best_session: 0 sessions to try
1779792814.825076 cmd_find_current_client: no target, return (nil)
1779792814.825079 cmd_find_best_session: 0 sessions to try
1779792814.825082 cmd_find_current_client: no target, return (nil)
1779792814.825085 cmd_find_best_session: 0 sessions to try
1779792814.825088 cmd_find_best_session: 0 sessions to try
1779792814.825093 key_bindings_add: 0x10e194 BSpace = send-keys -X cursor-left
1779792814.825096 cmd_find_best_session: 0 sessions to try
1779792814.825101 cmdq_next <global>: [bind-key/0x648c98b83d20] (0), flags 0
1779792814.825108 cmdq_fire_command <global>: (2637) bind-key -T copy-mode-vi NPage { send-keys -X page-down }
1779792814.825111 cmd_find_best_session: 0 sessions to try
1779792814.825114 cmd_find_current_client: no target, return (nil)
1779792814.825117 cmd_find_best_session: 0 sessions to try
1779792814.825120 cmd_find_current_client: no target, return (nil)
1779792814.825123 cmd_find_best_session: 0 sessions to try
1779792814.825126 cmd_find_best_session: 0 sessions to try
1779792814.825131 key_bindings_add: 0x10e1a5 NPage = send-keys -X page-down
1779792814.825134 cmd_find_best_session: 0 sessions to try
1779792814.825138 cmdq_next <global>: [bind-key/0x648c98b83fc0] (0), flags 0
1779792814.825145 cmdq_fire_command <global>: (2645) bind-key -T copy-mode-vi PPage { send-keys -X page-up }
1779792814.825148 cmd_find_best_session: 0 sessions to try
1779792814.825151 cmd_find_current_client: no target, return (nil)
1779792814.825154 cmd_find_best_session: 0 sessions to try
1779792814.825157 cmd_find_current_client: no target, return (nil)
1779792814.825160 cmd_find_best_session: 0 sessions to try
1779792814.825163 cmd_find_best_session: 0 sessions to try
1779792814.825168 key_bindings_add: 0x10e1a6 PPage = send-keys -X page-up
1779792814.825172 cmd_find_best_session: 0 sessions to try
1779792814.825175 cmdq_next <global>: [bind-key/0x648c98b84260] (0), flags 0
1779792814.825182 cmdq_fire_command <global>: (2653) bind-key -T copy-mode-vi Up { send-keys -X cursor-up }
1779792814.825185 cmd_find_best_session: 0 sessions to try
1779792814.825188 cmd_find_current_client: no target, return (nil)
1779792814.825191 cmd_find_best_session: 0 sessions to try
1779792814.825194 cmd_find_current_client: no target, return (nil)
1779792814.825197 cmd_find_best_session: 0 sessions to try
1779792814.825200 cmd_find_best_session: 0 sessions to try
1779792814.825206 key_bindings_add: 0x10e1a8 Up = send-keys -X cursor-up
1779792814.825209 cmd_find_best_session: 0 sessions to try
1779792814.825212 cmdq_next <global>: [bind-key/0x648c98b84850] (0), flags 0
1779792814.825219 cmdq_fire_command <global>: (2661) bind-key -T copy-mode-vi Down { send-keys -X cursor-down }
1779792814.825222 cmd_find_best_session: 0 sessions to try
1779792814.825242 cmd_find_current_client: no target, return (nil)
1779792814.825246 cmd_find_best_session: 0 sessions to try
1779792814.825249 cmd_find_current_client: no target, return (nil)
1779792814.825252 cmd_find_best_session: 0 sessions to try
1779792814.825254 cmd_find_best_session: 0 sessions to try
1779792814.825260 key_bindings_add: 0x10e1a9 Down = send-keys -X cursor-down
1779792814.825264 cmd_find_best_session: 0 sessions to try
1779792814.825267 cmdq_next <global>: [bind-key/0x648c98b84a90] (0), flags 0
1779792814.825361 cmdq_fire_command <global>: (2669) bind-key -T copy-mode-vi Left { send-keys -X cursor-left }
1779792814.825411 cmd_find_best_session: 0 sessions to try
1779792814.825444 cmd_find_current_client: no target, return (nil)
1779792814.825477 cmd_find_best_session: 0 sessions to try
1779792814.825509 cmd_find_current_client: no target, return (nil)
1779792814.825539 cmd_find_best_session: 0 sessions to try
1779792814.825572 cmd_find_best_session: 0 sessions to try
1779792814.825605 key_bindings_add: 0x10e1aa Left = send-keys -X cursor-left
1779792814.825679 cmd_find_best_session: 0 sessions to try
1779792814.825738 cmdq_next <global>: [bind-key/0x648c98b85280] (0), flags 0
1779792814.825751 cmdq_fire_command <global>: (2677) bind-key -T copy-mode-vi Right { send-keys -X cursor-right }
1779792814.825754 cmd_find_best_session: 0 sessions to try
1779792814.825758 cmd_find_current_client: no target, return (nil)
1779792814.825761 cmd_find_best_session: 0 sessions to try
1779792814.825764 cmd_find_current_client: no target, return (nil)
1779792814.825767 cmd_find_best_session: 0 sessions to try
1779792814.825770 cmd_find_best_session: 0 sessions to try
1779792814.825776 key_bindings_add: 0x10e1ab Right = send-keys -X cursor-right
1779792814.825779 cmd_find_best_session: 0 sessions to try
1779792814.825783 cmdq_next <global>: [bind-key/0x648c98b85720] (0), flags 0
1779792814.825791 cmdq_fire_command <global>: (2685) bind-key -T copy-mode-vi M-x { send-keys -X jump-to-mark }
1779792814.825794 cmd_find_best_session: 0 sessions to try
1779792814.825797 cmd_find_current_client: no target, return (nil)
1779792814.825800 cmd_find_best_session: 0 sessions to try
1779792814.825803 cmd_find_current_client: no target, return (nil)
1779792814.825806 cmd_find_best_session: 0 sessions to try
1779792814.825809 cmd_find_best_session: 0 sessions to try
1779792814.825815 key_bindings_add: 0x100000000078 M-x = send-keys -X jump-to-mark
1779792814.825818 cmd_find_best_session: 0 sessions to try
1779792814.825822 cmdq_next <global>: [bind-key/0x648c98b85a80] (0), flags 0
1779792814.825829 cmdq_fire_command <global>: (2693) bind-key -T copy-mode-vi C-Up { send-keys -X scroll-up }
1779792814.825832 cmd_find_best_session: 0 sessions to try
1779792814.825835 cmd_find_current_client: no target, return (nil)
1779792814.825838 cmd_find_best_session: 0 sessions to try
1779792814.825841 cmd_find_current_client: no target, return (nil)
1779792814.825844 cmd_find_best_session: 0 sessions to try
1779792814.825847 cmd_find_best_session: 0 sessions to try
1779792814.825853 key_bindings_add: 0x20000010e1a8 C-Up = send-keys -X scroll-up
1779792814.825856 cmd_find_best_session: 0 sessions to try
1779792814.825859 cmdq_next <global>: [bind-key/0x648c98b85f90] (0), flags 0
1779792814.825867 cmdq_fire_command <global>: (2701) bind-key -T copy-mode-vi C-Down { send-keys -X scroll-down }
1779792814.825871 cmd_find_best_session: 0 sessions to try
1779792814.825874 cmd_find_current_client: no target, return (nil)
1779792814.825878 cmd_find_best_session: 0 sessions to try
1779792814.825881 cmd_find_current_client: no target, return (nil)
1779792814.825884 cmd_find_best_session: 0 sessions to try
1779792814.825888 cmd_find_best_session: 0 sessions to try
1779792814.825894 key_bindings_add: 0x20000010e1a9 C-Down = send-keys -X scroll-down
1779792814.825898 cmd_find_best_session: 0 sessions to try
1779792814.825902 cmdq_next <global>: [key_bindings_init_done/0x648c98b85b80] (1), flags 0
1779792814.826021 cmdq_next <global>: exit (empty)
1779792814.826083 cmdq_next <global>: empty
1779792814.826221 peer 0x648c98b86e10 message 110
1779792814.826320 client 0x648c98b86300 IDENTIFY_STDOUT 10
1779792814.826375 peer 0x648c98b86e10 message 107
1779792814.826427 client 0x648c98b86300 IDENTIFY_CLIENTPID 1080145
1779792814.826434 peer 0x648c98b86e10 message 105
1779792814.826440 client 0x648c98b86300 IDENTIFY_ENVIRON SHELL=/bin/bash
1779792814.826444 peer 0x648c98b86e10 message 105
1779792814.826447 client 0x648c98b86300 IDENTIFY_ENVIRON COLORTERM=
1779792814.826451 peer 0x648c98b86e10 message 105
1779792814.826454 client 0x648c98b86300 IDENTIFY_ENVIRON no_proxy=localhost,127.0.0.1,::1,*.local
1779792814.826463 peer 0x648c98b86e10 message 105
1779792814.826466 client 0x648c98b86300 IDENTIFY_ENVIRON LC_ADDRESS=C.UTF-8
1779792814.826470 peer 0x648c98b86e10 message 105
1779792814.826473 client 0x648c98b86300 IDENTIFY_ENVIRON LC_NAME=C.UTF-8
1779792814.826476 peer 0x648c98b86e10 message 105
1779792814.826480 client 0x648c98b86300 IDENTIFY_ENVIRON VSCODE_SERVER_SHUTDOWN_TIMEOUT=300
1779792814.826483 peer 0x648c98b86e10 message 105
1779792814.826487 client 0x648c98b86300 IDENTIFY_ENVIRON TST_HACK_BASH_SESSION_ID=2089391700072475
1779792814.826490 peer 0x648c98b86e10 message 105
1779792814.826494 client 0x648c98b86300 IDENTIFY_ENVIRON ELECTRON_RUN_AS_NODE=1
1779792814.826497 peer 0x648c98b86e10 message 105
1779792814.826501 client 0x648c98b86300 IDENTIFY_ENVIRON LC_MONETARY=C.UTF-8
1779792814.826504 peer 0x648c98b86e10 message 105
1779792814.826507 client 0x648c98b86300 IDENTIFY_ENVIRON GH_PAGER=cat
1779792814.826511 peer 0x648c98b86e10 message 105
1779792814.826514 client 0x648c98b86300 IDENTIFY_ENVIRON PWD=/home/ubuntu/nblane
1779792814.826517 peer 0x648c98b86e10 message 105
1779792814.826521 client 0x648c98b86300 IDENTIFY_ENVIRON LOGNAME=ubuntu
1779792814.826524 peer 0x648c98b86e10 message 105
1779792814.826528 client 0x648c98b86300 IDENTIFY_ENVIRON XDG_SESSION_TYPE=tty
1779792814.826531 peer 0x648c98b86e10 message 105
1779792814.826535 client 0x648c98b86300 IDENTIFY_ENVIRON VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess
1779792814.826538 peer 0x648c98b86e10 message 105
1779792814.826542 client 0x648c98b86300 IDENTIFY_ENVIRON PNPM_HOME=/home/ubuntu/.local/share/pnpm
1779792814.826545 peer 0x648c98b86e10 message 105
1779792814.826549 client 0x648c98b86300 IDENTIFY_ENVIRON HOME=/home/ubuntu
1779792814.826552 peer 0x648c98b86e10 message 105
1779792814.826556 client 0x648c98b86300 IDENTIFY_ENVIRON LC_PAPER=C.UTF-8
1779792814.826559 peer 0x648c98b86e10 message 105
1779792814.826562 client 0x648c98b86300 IDENTIFY_ENVIRON LANG=C.UTF-8
1779792814.826566 peer 0x648c98b86e10 message 105
1779792814.826569 client 0x648c98b86300 IDENTIFY_ENVIRON LS_COLORS=
1779792814.826572 peer 0x648c98b86e10 message 105
1779792814.826576 client 0x648c98b86300 IDENTIFY_ENVIRON PROMPT_COMMAND=history -a; 
1779792814.826579 peer 0x648c98b86e10 message 105
1779792814.826583 client 0x648c98b86300 IDENTIFY_ENVIRON https_proxy=http://127.0.0.1:7890
1779792814.826586 peer 0x648c98b86e10 message 105
1779792814.826590 client 0x648c98b86300 IDENTIFY_ENVIRON VSCODE_AGENT_FOLDER=/home/ubuntu/.cursor-server
1779792814.826593 peer 0x648c98b86e10 message 105
1779792814.826597 client 0x648c98b86300 IDENTIFY_ENVIRON VSCODE_L10N_BUNDLE_LOCATION=
1779792814.826670 peer 0x648c98b86e10 message 105
1779792814.826708 client 0x648c98b86300 IDENTIFY_ENVIRON SSH_CONNECTION=218.17.114.134 2104 10.0.0.5 22
1779792814.826743 peer 0x648c98b86e10 message 105
1779792814.826777 client 0x648c98b86300 IDENTIFY_ENVIRON CURSOR_LAYOUT=unifiedAgent
1779792814.826807 peer 0x648c98b86e10 message 105
1779792814.826841 client 0x648c98b86300 IDENTIFY_ENVIRON NVM_DIR=/home/ubuntu/.nvm
1779792814.826893 peer 0x648c98b86e10 message 105
1779792814.826932 client 0x648c98b86300 IDENTIFY_ENVIRON LESSCLOSE=/usr/bin/lesspipe %s %s
1779792814.826936 peer 0x648c98b86e10 message 105
1779792814.826940 client 0x648c98b86300 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1779792814.826944 peer 0x648c98b86e10 message 105
1779792814.826947 client 0x648c98b86300 IDENTIFY_ENVIRON VSCODE_HANDLES_SIGPIPE=true
1779792814.826951 peer 0x648c98b86e10 message 105
1779792814.826955 client 0x648c98b86300 IDENTIFY_ENVIRON TERM=dumb
1779792814.826958 peer 0x648c98b86e10 message 105
1779792814.826961 client 0x648c98b86300 IDENTIFY_ENVIRON LC_IDENTIFICATION=C.UTF-8
1779792814.826965 peer 0x648c98b86e10 message 105
1779792814.826969 client 0x648c98b86300 IDENTIFY_ENVIRON CODEX_THREAD_ID=019e63dc-72ea-74f3-868c-f1e6e3e2c8e6
1779792814.826972 peer 0x648c98b86e10 message 105
1779792814.826976 client 0x648c98b86300 IDENTIFY_ENVIRON LESSOPEN=| /usr/bin/lesspipe %s
1779792814.826979 peer 0x648c98b86e10 message 105
1779792814.826988 client 0x648c98b86300 IDENTIFY_ENVIRON USER=ubuntu
1779792814.826991 peer 0x648c98b86e10 message 105
1779792814.826995 client 0x648c98b86300 IDENTIFY_ENVIRON GIT_PAGER=cat
1779792814.826998 peer 0x648c98b86e10 message 105
1779792814.827002 client 0x648c98b86300 IDENTIFY_ENVIRON NO_PROXY=localhost,127.0.0.1,::1,*.local
1779792814.827005 peer 0x648c98b86e10 message 105
1779792814.827009 client 0x648c98b86300 IDENTIFY_ENVIRON GOPROXY=https://mirrors.tencent.com/go,direct
1779792814.827012 peer 0x648c98b86e10 message 105
1779792814.827016 client 0x648c98b86300 IDENTIFY_ENVIRON SHLVL=0
1779792814.827019 peer 0x648c98b86e10 message 105
1779792814.827023 client 0x648c98b86300 IDENTIFY_ENVIRON PAGER=cat
1779792814.827026 peer 0x648c98b86e10 message 105
1779792814.827029 client 0x648c98b86300 IDENTIFY_ENVIRON LC_TELEPHONE=C.UTF-8
1779792814.827032 peer 0x648c98b86e10 message 105
1779792814.827036 client 0x648c98b86300 IDENTIFY_ENVIRON HTTPS_PROXY=http://127.0.0.1:7890
1779792814.827039 peer 0x648c98b86e10 message 105
1779792814.827043 client 0x648c98b86300 IDENTIFY_ENVIRON HTTP_PROXY=http://127.0.0.1:7890
1779792814.827047 peer 0x648c98b86e10 message 105
1779792814.827050 client 0x648c98b86300 IDENTIFY_ENVIRON LC_MEASUREMENT=C.UTF-8
1779792814.827054 peer 0x648c98b86e10 message 105
1779792814.827057 client 0x648c98b86300 IDENTIFY_ENVIRON VSCODE_CWD=/home/ubuntu
1779792814.827060 peer 0x648c98b86e10 message 105
1779792814.827064 client 0x648c98b86300 IDENTIFY_ENVIRON XDG_SESSION_ID=145956
1779792814.827067 peer 0x648c98b86e10 message 105
1779792814.827071 client 0x648c98b86300 IDENTIFY_ENVIRON http_proxy=http://127.0.0.1:7890
1779792814.827074 peer 0x648c98b86e10 message 105
1779792814.827078 client 0x648c98b86300 IDENTIFY_ENVIRON NO_COLOR=1
1779792814.827081 peer 0x648c98b86e10 message 105
1779792814.827085 client 0x648c98b86300 IDENTIFY_ENVIRON CODEX_CI=1
1779792814.827088 peer 0x648c98b86e10 message 105
1779792814.827092 client 0x648c98b86300 IDENTIFY_ENVIRON LC_CTYPE=C.UTF-8
1779792814.827095 peer 0x648c98b86e10 message 105
1779792814.827098 client 0x648c98b86300 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1779792814.827101 peer 0x648c98b86e10 message 105
1779792814.827105 client 0x648c98b86300 IDENTIFY_ENVIRON SSH_CLIENT=218.17.114.134 2104 22
1779792814.827108 peer 0x648c98b86e10 message 105
1779792814.827112 client 0x648c98b86300 IDENTIFY_ENVIRON ALL_PROXY=socks5://127.0.0.1:7890
1779792814.827116 peer 0x648c98b86e10 message 105
1779792814.827119 client 0x648c98b86300 IDENTIFY_ENVIRON LC_TIME=C.UTF-8
1779792814.827123 peer 0x648c98b86e10 message 105
1779792814.827126 client 0x648c98b86300 IDENTIFY_ENVIRON LC_ALL=C.UTF-8
